video_name,residual,prob_failure,label
video_0,8.803695678710938,1.0897146402472813e-05,0
video_1,10.85240650177002,2.3457297108014253e-05,0
video_10,8.723526954650879,1.0575072430073869e-05,0
video_11,9.923343658447266,1.6568502135639615e-05,0
video_12,8.520991325378418,9.803162371974953e-06,0
video_13,10.437150955200195,2.0081180248140855e-05,0
video_14,58.490882873535156,0.9992293756732179,1
video_15,9.354933738708496,1.339376637920366e-05,0
video_16,58.99550247192383,0.9993619039624041,1
video_17,59.27700424194336,0.9994256691500796,1
video_18,58.90133285522461,0.9993390308277187,1
video_19,7.551602840423584,6.820493150726093e-06,0
video_2,8.014860153198242,8.111608760879241e-06,0
video_20,16.09296989440918,0.0001667048832083759,0
video_21,59.165897369384766,0.9994012997882712,1
video_22,8.873891830444336,1.1187200540426397e-05,0
video_23,10.453128814697266,2.0201611468372316e-05,0
video_24,7.661283493041992,7.1062701009423364e-06,0
video_25,60.20643615722656,0.9995943254801757,1
video_26,7.802892208099365,7.4930178864246786e-06,0
video_27,8.252472877502441,8.86594697686447e-06,0
video_28,58.30195999145508,0.9991729662196841,1
video_29,59.661285400390625,0.9995025613481711,1
video_3,59.611759185791016,0.999493260417968,1
video_30,8.20931339263916,8.72389869332481e-06,0
video_31,9.613541603088379,1.4754784311604572e-05,0
video_32,60.48927688598633,0.9996350560257505,1
video_33,8.72578239440918,1.0584002076200035e-05,0
video_34,9.00211238861084,1.1737091099694524e-05,0
video_35,11.524985313415527,3.0170826563775975e-05,0
video_36,9.166272163391113,1.2480745669258984e-05,0
video_37,9.33678150177002,1.3303090081370675e-05,0
video_38,10.203104972839355,1.8397177376582498e-05,0
video_39,9.885083198547363,1.6332963671706126e-05,0
video_4,9.614903450012207,1.476230584496891e-05,0
video_40,8.201869010925293,8.699628590382442e-06,0
video_41,9.024477005004883,1.1835736410891738e-05,0
video_42,8.334259986877441,9.141503209610153e-06,0
video_43,10.70438003540039,2.219321566912766e-05,0
video_44,8.615219116210938,1.0155015597858029e-05,0
video_45,59.38372039794922,0.9994481415929621,1
video_46,8.60656452178955,1.0122178802091672e-05,0
video_47,9.852690696716309,1.6136168799627917e-05,0
video_48,61.71498107910156,0.9997692856563527,1
video_49,7.136900424957275,5.84004106780256e-06,0
video_5,8.859969139099121,1.1129063912830318e-05,0
video_50,7.427448272705078,6.510846454119181e-06,0
video_51,9.384445190429688,1.3542506724879015e-05,0
video_52,14.203693389892578,8.221039801337784e-05,0
video_53,7.613465309143066,6.980234671379972e-06,0
video_54,12.346158027648926,4.1024675784093777e-05,0
video_55,8.669486999511719,1.0363357872106189e-05,0
video_56,8.726730346679688,1.0587757420759339e-05,0
video_57,8.871180534362793,1.1175855287811297e-05,0
video_58,7.889305114746094,7.739289367314019e-06,0
video_59,10.0957670211792,1.7672834265424494e-05,0
video_6,58.210880279541016,0.999144315432494,1
video_60,17.031152725219727,0.0002368087936600302,0
video_61,60.71763610839844,0.9996649383977724,1
video_62,7.474550247192383,6.626630293102531e-06,0
video_63,9.840378761291504,1.606199327606728e-05,0
video_64,8.077309608459473,8.303412801022235e-06,0
video_65,8.678715705871582,1.0399211073820118e-05,0
video_66,8.787659645080566,1.0831947015408408e-05,0
video_67,9.335271835327148,1.329557651634506e-05,0
video_68,7.8356614112854,7.5854719451106325e-06,0
video_69,7.7722907066345215,7.40769749437491e-06,0
video_7,10.231739044189453,1.859537396239308e-05,0
video_70,8.357827186584473,9.222483460407778e-06,0
video_71,9.87668228149414,1.628169606098474e-05,0
video_72,7.669348239898682,7.127749684342316e-06,0
video_73,10.46268081665039,2.02739532227524e-05,0
video_74,59.71868133544922,0.9995131269511461,1
video_75,12.345702171325684,4.101767802080198e-05,0
video_76,60.68264389038086,0.9996605233406056,1
video_77,60.13090133666992,0.9995826992930659,1
video_78,7.717830181121826,7.258251339498851e-06,0
video_79,9.020325660705566,1.1817363305665185e-05,0
video_8,8.433860778808594,9.488668499106236e-06,0
video_80,8.397452354431152,9.36026148604183e-06,0
video_81,8.558659553527832,9.942331428023623e-06,0
video_82,8.326237678527832,9.114099950560415e-06,0
video_83,7.228352069854736,6.0433697446366215e-06,0
video_84,26.888378143310547,0.00938576394816572,0
video_85,8.797296524047852,1.0871081762968628e-05,0
video_86,8.855935096740723,1.111227558463593e-05,0
video_87,9.258785247802734,1.2920407405292502e-05,0
video_88,8.156612396240234,8.553529501242041e-06,0
video_89,8.300214767456055,9.025772902907868e-06,0
video_9,59.83376693725586,0.999533641237815,1
video_90,8.66606616973877,1.0350099491860438e-05,0
video_91,9.56592845916748,1.4494210400689063e-05,0
video_92,8.433860778808594,9.488668499106236e-06,0
video_93,7.158476829528809,5.887387574229893e-06,0
video_94,7.960540771484375,7.948381525981395e-06,0
video_95,58.448326110839844,0.9992170140647815,1
video_96,9.178940773010254,1.2540056622981765e-05,0
video_97,8.46480655670166,9.599193534382331e-06,0
video_98,8.74240493774414,1.0650046360080898e-05,0
video_99,59.69034957885742,0.9995079398965324,1
