video_name,residual,prob_failure,label,spatial_residual_anomaly,overhead_error,ego_error
video_0,20.670513153076172,0.48779094710255616,1,11.350006580352783,7.794570446014404,19.144577026367188
video_1,11.770915985107422,0.059416794285350606,0,0.8115949630737305,8.719194412231445,7.907599449157715
video_10,10.086669921875,0.036425797686751624,0,0.07040071487426758,7.097065448760986,7.167466163635254
video_11,14.656085968017578,0.13211714500587074,0,3.6750783920288086,12.036748886108398,8.36167049407959
video_12,10.161296844482422,0.03723278599797363,0,2.219149112701416,8.208505630493164,5.989356517791748
video_13,10.003774642944336,0.03554913034041551,0,1.296891689300537,7.692398548126221,6.395506858825684
video_14,11.752567291259766,0.059104953235685084,0,1.5879220962524414,9.066267013549805,7.478344917297363
video_15,12.423718452453613,0.07156370134309088,0,1.6782808303833008,9.583866119384766,7.905585289001465
video_16,17.0838565826416,0.24190707353829505,0,6.531678199768066,14.896117210388184,8.364439010620117
video_17,9.957319259643555,0.03506675790991327,0,0.4478168487548828,7.261234760284424,6.813417911529541
video_18,11.531233787536621,0.05546234359239014,0,1.6552867889404297,8.939343452453613,7.284056663513184
video_19,10.97238540649414,0.04718438520324371,0,1.5770926475524902,8.50701904296875,6.92992639541626
video_2,11.665298461914062,0.0576426877928597,0,1.0591578483581543,8.7611722946167,7.702014446258545
video_20,9.930191040039062,0.03478799381463546,0,1.0604982376098633,7.531904697418213,6.47140645980835
video_21,16.95754623413086,0.2349158395089748,0,7.3056111335754395,15.0736722946167,7.76806116104126
video_22,10.587080955505371,0.042175706524239055,0,0.7956376075744629,7.873438358306885,7.077800750732422
video_23,12.864423751831055,0.0810203930047397,0,2.0148744583129883,10.047999382019043,8.033124923706055
video_24,10.278287887573242,0.038532572882815454,0,0.07570552825927734,7.305601119995117,7.22989559173584
video_25,10.344636917114258,0.039288964603498774,0,0.29239320755004883,7.167105197906494,7.459498405456543
video_26,12.494453430175781,0.07300975675580068,0,1.0822486877441406,9.359450340270996,8.277201652526855
video_27,14.166637420654297,0.11592709041740223,1,3.2408103942871094,11.505803108215332,8.264992713928223
video_28,12.12015438079834,0.06565349678275231,0,1.8588552474975586,9.449124336242676,7.590269088745117
video_29,17.601078033447266,0.2719848849484778,0,7.765486717224121,15.707432746887207,7.941946029663086
video_3,11.994084358215332,0.06333489069802553,0,1.9912467002868652,9.418079376220703,7.426832675933838
video_30,26.03278160095215,0.8300332246435576,0,17.294288635253906,24.897674560546875,7.603385925292969
video_31,14.605838775634766,0.13037061934227018,1,4.7220587730407715,12.415421485900879,7.693362712860107
video_32,11.958260536193848,0.06269009719935177,0,2.1560568809509277,9.464795112609863,7.3087382316589355
video_33,11.810907363891602,0.06010180642841568,0,3.219165802001953,9.804581642150879,6.585415840148926
video_34,11.1436185836792,0.04958750158762456,0,1.5505132675170898,8.616755485534668,7.066242218017578
video_35,10.787582397460938,0.04471518766812051,0,0.7044205665588379,7.972047328948975,7.267626762390137
video_36,13.187751770019531,0.08866904931298342,1,1.2268552780151367,8.691522598266602,9.918377876281738
video_37,33.265445709228516,0.9779202864530121,1,25.279223442077637,7.1981096267700195,32.477333068847656
video_38,10.933691024780273,0.046656878133792754,0,1.8540568351745605,8.60253620147705,6.74847936630249
video_39,10.20089340209961,0.03766792058088911,0,0.8364090919494629,7.619192123413086,6.782783031463623
video_4,9.899697303771973,0.03447719646441174,0,0.809234619140625,7.393056869506836,6.583822250366211
video_40,19.992019653320312,0.43642414978487637,1,11.616593837738037,7.0798420906066895,18.696435928344727
video_41,18.318918228149414,0.31740158710992045,0,10.261512756347656,17.024734497070312,6.763221740722656
video_42,11.168646812438965,0.04994832878154199,0,0.972846508026123,8.368855476379395,7.3960089683532715
video_43,25.459728240966797,0.8039496573224209,1,16.108532905578613,8.046282768249512,24.154815673828125
video_44,10.069222450256348,0.03623956839187685,0,0.7113800048828125,7.46681547164917,6.755435466766357
video_45,10.67683219909668,0.04329495789675813,0,0.7193245887756348,7.900750637054443,7.181426048278809
video_46,24.970874786376953,0.7793936360366526,0,16.386791229248047,23.83438491821289,7.447593688964844
video_47,23.500539779663086,0.6929397028638954,1,11.980907440185547,9.509614944458008,21.490522384643555
video_48,10.01963996887207,0.03571532831857323,0,0.3028240203857422,6.931925296783447,7.2347493171691895
video_49,19.485383987426758,0.39887921917328734,1,7.827241897583008,9.297121047973633,17.12436294555664
video_5,13.213590621948242,0.08930763676801924,0,1.7802667617797852,10.191055297851562,8.410788536071777
video_50,11.055505752563477,0.04833676274649659,0,1.4186897277832031,8.494519233703613,7.07582950592041
video_51,12.336260795593262,0.06981233763435236,0,2.4588356018066406,9.865400314331055,7.406564712524414
video_52,12.735856056213379,0.07814964351099225,0,2.1547751426696777,10.018318176269531,7.8635430335998535
video_53,11.016786575317383,0.04779667469254352,0,2.688361167907715,9.017378807067871,6.329017639160156
video_54,9.867085456848145,0.03414777432642781,0,0.3455839157104492,7.147735118865967,6.802151203155518
video_55,13.273767471313477,0.09081096473184178,0,2.656947135925293,10.619954109191895,7.963006973266602
video_56,11.134350776672363,0.04945451723053565,0,2.7157697677612305,9.113079071044922,6.397309303283691
video_57,25.63884735107422,0.8124136474279269,1,17.07954502105713,7.452336311340332,24.53188133239746
video_58,12.464203834533691,0.07238808995362087,0,1.3235158920288086,9.45040225982666,8.126886367797852
video_59,22.52799415588379,0.6265429876942562,1,10.80566692352295,9.582648277282715,20.388315200805664
video_6,11.088479042053223,0.04880126466908636,0,1.1273994445800781,8.384149551391602,7.256750106811523
video_60,12.985160827636719,0.08380351680255499,1,2.8077220916748047,7.670078277587891,10.477800369262695
video_61,10.968236923217773,0.04712756017874041,0,0.9027037620544434,8.19392204284668,7.291218280792236
video_62,41.37809371948242,0.9980998900989492,1,31.57585620880127,8.84567928314209,40.42153549194336
video_63,12.40598201751709,0.07120527733879921,0,2.3405323028564453,9.864211082458496,7.523678779602051
video_64,16.748266220092773,0.22364353425870193,0,5.727434158325195,14.35507583618164,8.627641677856445
video_65,10.345580101013184,0.03929981908512236,0,2.1842236518859863,8.325562477111816,6.14133882522583
video_66,11.97704792022705,0.06302748409248217,0,1.7760567665100098,9.310394287109375,7.534337520599365
video_67,26.070993423461914,0.8316703340869112,1,16.140124320983887,8.504691123962402,24.64481544494629
video_68,25.530893325805664,0.8073465663116204,1,14.571883201599121,23.803457260131836,9.231574058532715
video_69,10.913370132446289,0.046382101279319035,0,1.3909845352172852,8.38100528717041,6.990020751953125
video_7,11.531055450439453,0.055459495588976074,0,1.9833598136901855,9.084836959838867,7.101477146148682
video_70,41.41413497924805,0.9981206139203794,1,31.102904319763184,9.262207984924316,40.3651123046875
video_71,13.77581787109375,0.10426387194234218,0,3.556300163269043,11.355454444885254,7.799154281616211
video_72,9.908658027648926,0.034568246841852626,0,1.080101490020752,7.525685787200928,6.445584297180176
video_73,12.416109085083008,0.07140972511986675,0,3.5559463500976562,10.375571250915527,6.819624900817871
video_74,29.897504806518555,0.9407013320986696,1,16.672743797302246,11.091322898864746,27.764066696166992
video_75,11.837404251098633,0.06055973589870411,0,1.7933783531188965,9.218829154968262,7.425450801849365
video_76,10.787337303161621,0.04471199614362726,0,2.3490257263183594,8.711344718933105,6.362318992614746
video_77,10.564277648925781,0.04189577223367604,0,0.42107248306274414,7.677640914916992,7.256568431854248
video_78,10.466211318969727,0.04071203504391675,0,0.2290501594543457,7.514367580413818,7.285317420959473
video_79,10.497384071350098,0.04108480009915945,0,0.8158411979675293,7.819474697113037,7.003633499145508
video_8,26.70441436767578,0.8570023724093342,1,17.261040687561035,8.164628028869629,25.425668716430664
video_80,9.94651985168457,0.03495552840630754,0,0.8835005760192871,7.461115837097168,6.577615261077881
video_81,10.8746976852417,0.045863424383567046,0,1.4672842025756836,8.388136863708496,6.9208526611328125
video_82,10.073725700378418,0.03628754687493896,0,1.0960874557495117,7.650129795074463,6.554042339324951
video_83,12.78873348236084,0.07931888293759048,1,2.2309951782226562,10.089432716369629,7.858437538146973
video_84,27.116668701171875,0.871724149617665,0,15.423389434814453,25.26694107055664,9.843551635742188
video_85,18.777935028076172,0.34846216211056863,0,8.055363655090332,16.68008041381836,8.624716758728027
video_86,10.841334342956543,0.045420394242182645,0,1.321446418762207,8.298177719116211,6.976731300354004
video_87,10.29976749420166,0.038775901665732686,0,0.6729612350463867,7.611739158630371,6.938777923583984
video_88,10.723949432373047,0.04389383518676591,0,1.3633942604064941,8.233970642089844,6.87057638168335
video_89,21.546791076660156,0.5543570388489162,1,13.025919914245605,7.2606916427612305,20.286611557006836
video_9,10.170879364013672,0.03733764495910693,0,0.5160727500915527,6.9292311668396,7.445303916931152
video_90,12.38492202758789,0.07078184262799793,0,1.6848435401916504,9.559271812438965,7.8744282722473145
video_91,12.099370002746582,0.0652658826149917,0,2.602693557739258,9.757343292236328,7.15464973449707
video_92,10.769813537597656,0.04448437029479042,0,1.1688647270202637,8.17738151550293,7.008516788482666
video_93,19.271869659423828,0.38337961784420377,0,10.769243240356445,17.90294075012207,7.133697509765625
video_94,10.97201156616211,0.047179261750643235,0,0.045330047607421875,7.7356858253479,7.781015872955322
video_95,12.922547340393066,0.08234952841964813,0,2.214885711669922,10.177706718444824,7.962821006774902
video_96,10.442319869995117,0.04042853454328891,0,0.7422618865966797,7.745633125305176,7.003371238708496
video_97,11.745347023010254,0.05898266384844955,0,3.6133861541748047,9.91301441192627,6.299628257751465
video_98,11.969000816345215,0.06288276603524258,0,0.8290586471557617,8.867733001708984,8.038674354553223
video_99,12.009195327758789,0.06360872334986857,0,1.9809050559997559,9.424277305603027,7.4433722496032715
